record_id,ticker,target_session_date,predicted_movement,prob_down,prob_flat,prob_up,downside_return,base_return,upside_return,same_ticker_history_count,reference_history_end_date,class_median_fallbacks,history_scope,scenario_method,disclaimer
47,AAPL,2019-08-01,Down,0.4714427373690626,0.2217392600519717,0.3068180025789656,-0.024931447421586435,-0.003874148649927297,0.022378473087039948,158,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
48,AMD,2019-08-01,Down,0.6317901993634838,0.1172484198382814,0.2509613807982348,-0.06296700570578022,-0.011626410959479094,0.061837596263571576,105,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
49,AMZN,2019-08-02,Up,0.1822410305066795,0.2033475533530256,0.6144114161402949,-0.02205416518775645,0.008566389953085295,0.0622794417548899,156,2019-05-15,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
50,MSFT,2019-08-02,Up,0.4035987159366817,0.1184846739471231,0.4779166101161952,-0.0127193847359085,0.0039595942680621075,0.044300325474156674,119,2019-04-25,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
51,AMD,2019-08-09,Down,0.4879321306078054,0.0722522396318806,0.4398156297603139,-0.06296700570578022,-0.0017019097158685308,0.061837596263571576,105,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
52,AMD,2019-08-16,Flat,0.254398363300118,0.561775873720177,0.183825762979705,-0.06296700570578022,-0.003383113079268054,0.061837596263571576,105,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
53,NVDA,2019-08-16,Down,0.6705687757988471,0.0532963276844906,0.2761348965166623,-0.0368712909991626,-0.011428971574503163,0.0559463986457531,91,2019-05-09,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
54,TSLA,2019-08-19,Up,0.2202951071672249,0.080729972778068,0.6989749200547071,-0.04779379253499375,0.011472644035402137,0.0360394537232713,257,2019-05-14,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
55,AMD,2019-08-22,Down,0.427692732349511,0.3817283375078073,0.1905789301426815,-0.06296700570578022,-0.007929758597951489,0.061837596263571576,105,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
56,AAPL,2019-09-04,Up,0.1579795537739265,0.2937046426354371,0.5483158035906364,-0.024931447421586435,0.005245097501444101,0.022378473087039948,158,2019-05-02,,train_validation_same_ticker_earlier_only,reference_quantiles_plus_probability_weighted_class_medians,Historical research scenario; not investment advice or a forecast guarantee.
